full_address,onemap_result,hdb_LATITUDE,hdb_LONGITUDE,hdb_POSTAL
12 JOO SENG RD,"{'SEARCHVAL': 'JOO SENG HEIGHTS', 'BLK_NO': '12', 'ROAD_NAME': 'JOO SENG ROAD', 'BUILDING': 'JOO SENG HEIGHTS', 'ADDRESS': '12 JOO SENG ROAD JOO SENG HEIGHTS SINGAPORE 360012', 'POSTAL': '360012', 'X': '33076.3711334364', 'Y': '35337.4956972059', 'LATITUDE': '1.33585385483747', 'LONGITUDE': '103.87893270615'}",1.33585385483747,103.87893270615,360012.0
120 MARSILING RISE,"{'SEARCHVAL': '120 MARSILING RISE SINGAPORE 730120', 'BLK_NO': '120', 'ROAD_NAME': 'MARSILING RISE', 'BUILDING': 'NIL', 'ADDRESS': '120 MARSILING RISE SINGAPORE 730120', 'POSTAL': '730120', 'X': '22160.0615985161', 'Y': '46762.9327556565', 'LATITUDE': '1.43918122951508', 'LONGITUDE': '103.780841083163'}",1.43918122951508,103.780841083163,730120.0
149 WOODLANDS ST 13,"{'SEARCHVAL': '149 WOODLANDS STREET 13 SINGAPORE 730149', 'BLK_NO': '149', 'ROAD_NAME': 'WOODLANDS STREET 13', 'BUILDING': 'NIL', 'ADDRESS': '149 WOODLANDS STREET 13 SINGAPORE 730149', 'POSTAL': '730149', 'X': '21264.980688598', 'Y': '46385.0744507089', 'LATITUDE': '1.4357638173206', 'LONGITUDE': '103.772798008229'}",1.4357638173206,103.772798008229,730149.0
151 WOODLANDS ST 13,"{'SEARCHVAL': '151 WOODLANDS STREET 13 SINGAPORE 730151', 'BLK_NO': '151', 'ROAD_NAME': 'WOODLANDS STREET 13', 'BUILDING': 'NIL', 'ADDRESS': '151 WOODLANDS STREET 13 SINGAPORE 730151', 'POSTAL': '730151', 'X': '21424.620451536', 'Y': '46347.8039084226', 'LATITUDE': '1.43542679398387', 'LONGITUDE': '103.774232531847'}",1.43542679398387,103.774232531847,730151.0
167 LOR 1 TOA PAYOH,,,,
106 WOODLANDS ST 13,"{'SEARCHVAL': '106 WOODLANDS STREET 13 SINGAPORE 730106', 'BLK_NO': '106', 'ROAD_NAME': 'WOODLANDS STREET 13', 'BUILDING': 'NIL', 'ADDRESS': '106 WOODLANDS STREET 13 SINGAPORE 730106', 'POSTAL': '730106', 'X': '22313.9722980317', 'Y': '46496.2449108697', 'LATITUDE': '1.4367694338717', 'LONGITUDE': '103.782224172938'}",1.4367694338717,103.782224172938,730106.0
131 POTONG PASIR AVE 1,"{'SEARCHVAL': '131 POTONG PASIR AVENUE 1 SINGAPORE 350131', 'BLK_NO': '131', 'ROAD_NAME': 'POTONG PASIR AVENUE 1', 'BUILDING': 'NIL', 'ADDRESS': '131 POTONG PASIR AVENUE 1 SINGAPORE 350131', 'POSTAL': '350131', 'X': '31560.5449698344', 'Y': '35174.8620977309', 'LATITUDE': '1.33438327081307', 'LONGITUDE': '103.865312115136'}",1.33438327081307,103.865312115136,350131.0
119 POTONG PASIR AVE 1,"{'SEARCHVAL': '119 POTONG PASIR AVENUE 1 SINGAPORE 350119', 'BLK_NO': '119', 'ROAD_NAME': 'POTONG PASIR AVENUE 1', 'BUILDING': 'NIL', 'ADDRESS': '119 POTONG PASIR AVENUE 1 SINGAPORE 350119', 'POSTAL': '350119', 'X': '31296.8920352384', 'Y': '35194.5661011096', 'LATITUDE': '1.33456149665389', 'LONGITUDE': '103.862943044844'}",1.33456149665389,103.862943044844,350119.0
745 YISHUN ST 72,"{'SEARCHVAL': 'NEE SOON CENTRAL SPRING', 'BLK_NO': '745', 'ROAD_NAME': 'YISHUN STREET 72', 'BUILDING': 'NEE SOON CENTRAL SPRING', 'ADDRESS': '745 YISHUN STREET 72 NEE SOON CENTRAL SPRING SINGAPORE 760745', 'POSTAL': '760745', 'X': '28019.3187268749', 'Y': '45671.6596181598', 'LATITUDE': '1.42931275823258', 'LONGITUDE': '103.833492175164'}",1.42931275823258,103.833492175164,760745.0
103 WOODLANDS ST 13,"{'SEARCHVAL': '103 WOODLANDS STREET 13 SINGAPORE 730103', 'BLK_NO': '103', 'ROAD_NAME': 'WOODLANDS STREET 13', 'BUILDING': 'NIL', 'ADDRESS': '103 WOODLANDS STREET 13 SINGAPORE 730103', 'POSTAL': '730103', 'X': '22175.1516109947', 'Y': '46479.8606394064', 'LATITUDE': '1.4366212320968', 'LONGITUDE': '103.78097673981'}",1.4366212320968,103.78097673981,730103.0
101 WOODLANDS ST 13,"{'SEARCHVAL': '101 WOODLANDS STREET 13 SINGAPORE 730101', 'BLK_NO': '101', 'ROAD_NAME': 'WOODLANDS STREET 13', 'BUILDING': 'NIL', 'ADDRESS': '101 WOODLANDS STREET 13 SINGAPORE 730101', 'POSTAL': '730101', 'X': '22281.5391243668', 'Y': '46409.2509118989', 'LATITUDE': '1.43598268540185', 'LONGITUDE': '103.781932747463'}",1.43598268540185,103.781932747463,730101.0
206 YISHUN ST 21,"{'SEARCHVAL': '206 YISHUN STREET 21 SINGAPORE 760206', 'BLK_NO': '206', 'ROAD_NAME': 'YISHUN STREET 21', 'BUILDING': 'NIL', 'ADDRESS': '206 YISHUN STREET 21 SINGAPORE 760206', 'POSTAL': '760206', 'X': '28385.6630000109', 'Y': '45884.7745543625', 'LATITUDE': '1.43124009000222', 'LONGITUDE': '103.836784122043'}",1.43124009000222,103.836784122043,760206.0
122 YISHUN ST 11,"{'SEARCHVAL': 'CHONG PANG VIEW', 'BLK_NO': '122', 'ROAD_NAME': 'YISHUN STREET 11', 'BUILDING': 'CHONG PANG VIEW', 'ADDRESS': '122 YISHUN STREET 11 CHONG PANG VIEW SINGAPORE 760122', 'POSTAL': '760122', 'X': '27755.8653793642', 'Y': '46300.2597465683', 'LATITUDE': '1.43499758920055', 'LONGITUDE': '103.831124796378'}",1.43499758920055,103.831124796378,760122.0
9 MARSILING DR,"{'SEARCHVAL': 'MARSILING GARDENS', 'BLK_NO': '9', 'ROAD_NAME': 'MARSILING DRIVE', 'BUILDING': 'MARSILING GARDENS', 'ADDRESS': '9 MARSILING DRIVE MARSILING GARDENS SINGAPORE 730009', 'POSTAL': '730009', 'X': '21671.3780700322', 'Y': '46996.2909496371', 'LATITUDE': '1.44129152941254', 'LONGITUDE': '103.776449738052'}",1.44129152941254,103.776449738052,730009.0
333 WOODLANDS ST 32,"{'SEARCHVAL': '333 WOODLANDS STREET 32 SINGAPORE 730333', 'BLK_NO': '333', 'ROAD_NAME': 'WOODLANDS STREET 32', 'BUILDING': 'NIL', 'ADDRESS': '333 WOODLANDS STREET 32 SINGAPORE 730333', 'POSTAL': '730333', 'X': '22066.6349568432', 'Y': '45721.9283525702', 'LATITUDE': '1.42976674719237', 'LONGITUDE': '103.780001772636'}",1.42976674719237,103.780001772636,730333.0
251 YISHUN RING RD,"{'SEARCHVAL': 'YISHUN SUNSHINE', 'BLK_NO': '251', 'ROAD_NAME': 'YISHUN RING ROAD', 'BUILDING': 'YISHUN SUNSHINE', 'ADDRESS': '251 YISHUN RING ROAD YISHUN SUNSHINE SINGAPORE 760251', 'POSTAL': '760251', 'X': '28897.9138465133', 'Y': '46272.7124005668', 'LATITUDE': '1.43474844778898', 'LONGITUDE': '103.841387188373'}",1.43474844778898,103.841387188373,760251.0
147 YISHUN ST 11,"{'SEARCHVAL': '147 YISHUN STREET 11 SINGAPORE 760147', 'BLK_NO': '147', 'ROAD_NAME': 'YISHUN STREET 11', 'BUILDING': 'NIL', 'ADDRESS': '147 YISHUN STREET 11 SINGAPORE 760147', 'POSTAL': '760147', 'X': '27834.3093388285', 'Y': '45889.2606630325', 'LATITUDE': '1.4312806628618', 'LONGITUDE': '103.831829692469'}",1.4312806628618,103.831829692469,760147.0
771 YISHUN AVE 3,"{'SEARCHVAL': '771 YISHUN AVENUE 3 SINGAPORE 760771', 'BLK_NO': '771', 'ROAD_NAME': 'YISHUN AVENUE 3', 'BUILDING': 'NIL', 'ADDRESS': '771 YISHUN AVENUE 3 SINGAPORE 760771', 'POSTAL': '760771', 'X': '27920.8569758423', 'Y': '45079.7659578938', 'LATITUDE': '1.42395988584135', 'LONGITUDE': '103.832607406437'}",1.42395988584135,103.832607406437,760771.0
208 YISHUN ST 21,"{'SEARCHVAL': 'YISHUN PALM SPRING', 'BLK_NO': '208', 'ROAD_NAME': 'YISHUN STREET 21', 'BUILDING': 'YISHUN PALM SPRING', 'ADDRESS': '208 YISHUN STREET 21 YISHUN PALM SPRING SINGAPORE 760208', 'POSTAL': '760208', 'X': '28479.0435132766', 'Y': '45860.6967667993', 'LATITUDE': '1.43102233778042', 'LONGITUDE': '103.837623233094'}",1.43102233778042,103.837623233094,760208.0
718 YISHUN ST 71,"{'SEARCHVAL': 'KHATIB SPRING', 'BLK_NO': '718', 'ROAD_NAME': 'YISHUN STREET 71', 'BUILDING': 'KHATIB SPRING', 'ADDRESS': '718 YISHUN STREET 71 KHATIB SPRING SINGAPORE 760718', 'POSTAL': '760718', 'X': '27465.1852238001', 'Y': '45395.8332939968', 'LATITUDE': '1.42681827962849', 'LONGITUDE': '103.828512775486'}",1.42681827962849,103.828512775486,760718.0
766 YISHUN AVE 3,"{'SEARCHVAL': '766 YISHUN AVENUE 3 SINGAPORE 760766', 'BLK_NO': '766', 'ROAD_NAME': 'YISHUN AVENUE 3', 'BUILDING': 'NIL', 'ADDRESS': '766 YISHUN AVENUE 3 SINGAPORE 760766', 'POSTAL': '760766', 'X': '28070.2442159951', 'Y': '45161.8693771269', 'LATITUDE': '1.42470239952978', 'LONGITUDE': '103.833949786818'}",1.42470239952978,103.833949786818,760766.0
773 YISHUN AVE 3,"{'SEARCHVAL': '773 YISHUN AVENUE 3 SINGAPORE 760773', 'BLK_NO': '773', 'ROAD_NAME': 'YISHUN AVENUE 3', 'BUILDING': 'NIL', 'ADDRESS': '773 YISHUN AVENUE 3 SINGAPORE 760773', 'POSTAL': '760773', 'X': '27970.0376065057', 'Y': '44997.3096442409', 'LATITUDE': '1.42321418082792', 'LONGITUDE': '103.833049339213'}",1.42321418082792,103.833049339213,760773.0
289 YISHUN AVE 6,"{'SEARCHVAL': 'FICUS VALE', 'BLK_NO': '289', 'ROAD_NAME': 'YISHUN AVENUE 6', 'BUILDING': 'FICUS VALE', 'ADDRESS': '289 YISHUN AVENUE 6 FICUS VALE SINGAPORE 760289', 'POSTAL': '760289', 'X': '28632.8699467257', 'Y': '46911.3976698089', 'LATITUDE': '1.44052449307012', 'LONGITUDE': '103.839005531098'}",1.44052449307012,103.839005531098,760289.0
758 YISHUN ST 72,"{'SEARCHVAL': '758 YISHUN STREET 72 SINGAPORE 760758', 'BLK_NO': '758', 'ROAD_NAME': 'YISHUN STREET 72', 'BUILDING': 'NIL', 'ADDRESS': '758 YISHUN STREET 72 SINGAPORE 760758', 'POSTAL': '760758', 'X': '28105.4437017636', 'Y': '45308.616462132', 'LATITUDE': '1.42602952702202', 'LONGITUDE': '103.834266086838'}",1.42602952702202,103.834266086838,760758.0
232 YISHUN ST 21,"{'SEARCHVAL': '232 YISHUN STREET 21 SINGAPORE 760232', 'BLK_NO': '232', 'ROAD_NAME': 'YISHUN STREET 21', 'BUILDING': 'NIL', 'ADDRESS': '232 YISHUN STREET 21 SINGAPORE 760232', 'POSTAL': '760232', 'X': '28455.2543309387', 'Y': '46256.287781883', 'LATITUDE': '1.43459992009659', 'LONGITUDE': '103.837409471332'}",1.43459992009659,103.837409471332,760232.0
213 YISHUN ST 21,"{'SEARCHVAL': '213 YISHUN STREET 21 SINGAPORE 760213', 'BLK_NO': '213', 'ROAD_NAME': 'YISHUN STREET 21', 'BUILDING': 'NIL', 'ADDRESS': '213 YISHUN STREET 21 SINGAPORE 760213', 'POSTAL': '760213', 'X': '28357.9889824986', 'Y': '45948.3608081248', 'LATITUDE': '1.43181514143097', 'LONGITUDE': '103.836535445849'}",1.43181514143097,103.836535445849,760213.0
114 ANG MO KIO AVE 4,"{'SEARCHVAL': 'KEBUN BARU HEIGHTS', 'BLK_NO': '114', 'ROAD_NAME': 'ANG MO KIO AVENUE 4', 'BUILDING': 'KEBUN BARU HEIGHTS', 'ADDRESS': '114 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560114', 'POSTAL': '560114', 'X': '28322.9831815576', 'Y': '39398.3969782479', 'LATITUDE': '1.37257962452704', 'LONGITUDE': '103.836220813247'}",1.37257962452704,103.836220813247,560114.0
281 YISHUN ST 22,"{'SEARCHVAL': 'FICUS VALE', 'BLK_NO': '281', 'ROAD_NAME': 'YISHUN STREET 22', 'BUILDING': 'FICUS VALE', 'ADDRESS': '281 YISHUN STREET 22 FICUS VALE SINGAPORE 760281', 'POSTAL': '760281', 'X': '28465.3903522538', 'Y': '46738.9097834118', 'LATITUDE': '1.43896457843625', 'LONGITUDE': '103.837500561028'}",1.43896457843625,103.837500561028,760281.0
724 YISHUN ST 71,"{'SEARCHVAL': 'KHATIB SPRING', 'BLK_NO': '724', 'ROAD_NAME': 'YISHUN STREET 71', 'BUILDING': 'KHATIB SPRING', 'ADDRESS': '724 YISHUN STREET 71 KHATIB SPRING SINGAPORE 760724', 'POSTAL': '760724', 'X': '27621.3364502741', 'Y': '45357.8548138402', 'LATITUDE': '1.42647481851247', 'LONGITUDE': '103.82991593847'}",1.42647481851247,103.82991593847,760724.0
207 ANG MO KIO AVE 1,"{'SEARCHVAL': 'ANG MO KIO 22', 'BLK_NO': '207', 'ROAD_NAME': 'ANG MO KIO AVENUE 1', 'BUILDING': 'ANG MO KIO 22', 'ADDRESS': '207 ANG MO KIO AVENUE 1 ANG MO KIO 22 SINGAPORE 560207', 'POSTAL': '560207', 'X': '29060.4855782297', 'Y': '38651.0529769398', 'LATITUDE': '1.36582089504381', 'LONGITUDE': '103.842847772078'}",1.36582089504381,103.842847772078,560207.0
272 YISHUN ST 22,"{'SEARCHVAL': '272 YISHUN STREET 22 SINGAPORE 760272', 'BLK_NO': '272', 'ROAD_NAME': 'YISHUN STREET 22', 'BUILDING': 'NIL', 'ADDRESS': '272 YISHUN STREET 22 SINGAPORE 760272', 'POSTAL': '760272', 'X': '28703.7143419106', 'Y': '46643.0484456643', 'LATITUDE': '1.43809763830105', 'LONGITUDE': '103.839642130302'}",1.43809763830105,103.839642130302,760272.0
311 ANG MO KIO AVE 3,"{'SEARCHVAL': 'TECK GHEE EVERGREEN', 'BLK_NO': '311', 'ROAD_NAME': 'ANG MO KIO AVENUE 3', 'BUILDING': 'TECK GHEE EVERGREEN', 'ADDRESS': '311 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560311', 'POSTAL': '560311', 'X': '29719.5259454492', 'Y': '38741.5996199623', 'LATITUDE': '1.36663973560866', 'LONGITUDE': '103.848769708749'}",1.36663973560866,103.848769708749,560311.0
321 ANG MO KIO AVE 1,"{'SEARCHVAL': 'NEIGHBOURHOOD POLICE POST TECK GHEE', 'BLK_NO': '321', 'ROAD_NAME': 'ANG MO KIO AVENUE 1', 'BUILDING': 'NEIGHBOURHOOD POLICE POST TECK GHEE', 'ADDRESS': '321 ANG MO KIO AVENUE 1 NEIGHBOURHOOD POLICE POST TECK GHEE SINGAPORE 560321', 'POSTAL': '560321', 'X': '29712.2350843353', 'Y': '38575.9067748357', 'LATITUDE': '1.36514126911853', 'LONGITUDE': '103.8487041858'}",1.36514126911853,103.8487041858,560321.0
554 ANG MO KIO AVE 10,"{'SEARCHVAL': 'CHENG SAN PLACE', 'BLK_NO': '554', 'ROAD_NAME': 'ANG MO KIO AVENUE 10', 'BUILDING': 'CHENG SAN PLACE', 'ADDRESS': '554 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560554', 'POSTAL': '560554', 'X': '30722.7047519637', 'Y': '39424.9911249056', 'LATITUDE': '1.37282000844329', 'LONGITUDE': '103.857784026362'}",1.37282000844329,103.857784026362,560554.0
452 ANG MO KIO AVE 10,"{'SEARCHVAL': 'CHONG BOON CENTRE', 'BLK_NO': '452', 'ROAD_NAME': 'ANG MO KIO AVENUE 10', 'BUILDING': 'CHONG BOON CENTRE', 'ADDRESS': '452 ANG MO KIO AVENUE 10 CHONG BOON CENTRE SINGAPORE 560452', 'POSTAL': '560452', 'X': '30546.5190865314', 'Y': '38991.2595748808', 'LATITUDE': '1.36889751131378', 'LONGITUDE': '103.856200835147'}",1.36889751131378,103.856200835147,560452.0
577 ANG MO KIO AVE 10,"{'SEARCHVAL': 'CHENG SAN COURT', 'BLK_NO': '577', 'ROAD_NAME': 'ANG MO KIO AVENUE 10', 'BUILDING': 'CHENG SAN COURT', 'ADDRESS': '577 ANG MO KIO AVENUE 10 CHENG SAN COURT SINGAPORE 560577', 'POSTAL': '560577', 'X': '30507.9585530469', 'Y': '39310.8004647959', 'LATITUDE': '1.37178732806791', 'LONGITUDE': '103.855854368773'}",1.37178732806791,103.855854368773,560577.0
755 YISHUN ST 72,"{'SEARCHVAL': '755 YISHUN STREET 72 SINGAPORE 760755', 'BLK_NO': '755', 'ROAD_NAME': 'YISHUN STREET 72', 'BUILDING': 'NIL', 'ADDRESS': '755 YISHUN STREET 72 SINGAPORE 760755', 'POSTAL': '760755', 'X': '27931.838896499', 'Y': '45424.5741974004', 'LATITUDE': '1.42707820696356', 'LONGITUDE': '103.832706088136'}",1.42707820696356,103.832706088136,760755.0
619 BEDOK RESERVOIR RD,"{'SEARCHVAL': 'EUNOS HEIGHTS', 'BLK_NO': '619', 'ROAD_NAME': 'BEDOK RESERVOIR ROAD', 'BUILDING': 'EUNOS HEIGHTS', 'ADDRESS': '619 BEDOK RESERVOIR ROAD EUNOS HEIGHTS SINGAPORE 470619', 'POSTAL': '470619', 'X': '37391.7493071323', 'Y': '35071.8178042304', 'LATITUDE': '1.33345012881091', 'LONGITUDE': '103.917708768303'}",1.33345012881091,103.917708768303,470619.0
542 BEDOK NTH ST 3,"{'SEARCHVAL': 'BEDOK NORTH GREEN', 'BLK_NO': '542', 'ROAD_NAME': 'BEDOK NORTH STREET 3', 'BUILDING': 'BEDOK NORTH GREEN', 'ADDRESS': '542 BEDOK NORTH STREET 3 BEDOK NORTH GREEN SINGAPORE 460542', 'POSTAL': '460542', 'X': '37963.2556945533', 'Y': '34763.9728567079', 'LATITUDE': '1.33066590908483', 'LONGITUDE': '103.922843972485'}",1.33066590908483,103.922843972485,460542.0
123 BEDOK NTH ST 2,"{'SEARCHVAL': '123 BEDOK NORTH STREET 2 SINGAPORE 460123', 'BLK_NO': '123', 'ROAD_NAME': 'BEDOK NORTH STREET 2', 'BUILDING': 'NIL', 'ADDRESS': '123 BEDOK NORTH STREET 2 SINGAPORE 460123', 'POSTAL': '460123', 'X': '39576.8955716565', 'Y': '34601.7979382593', 'LATITUDE': '1.32919868667839', 'LONGITUDE': '103.937343347878'}",1.32919868667839,103.937343347878,460123.0
44 BEDOK STH RD,"{'SEARCHVAL': 'BEDOK SOUTH PARKVIEW', 'BLK_NO': '44', 'ROAD_NAME': 'BEDOK SOUTH ROAD', 'BUILDING': 'BEDOK SOUTH PARKVIEW', 'ADDRESS': '44 BEDOK SOUTH ROAD BEDOK SOUTH PARKVIEW SINGAPORE 460044', 'POSTAL': '460044', 'X': '40059.0624637818', 'Y': '33708.0250289906', 'LATITUDE': '1.3211155478057', 'LONGITUDE': '103.941675526083'}",1.3211155478057,103.941675526083,460044.0
437 ANG MO KIO AVE 10,"{'SEARCHVAL': 'CHONG BOON RISE', 'BLK_NO': '437', 'ROAD_NAME': 'ANG MO KIO AVENUE 10', 'BUILDING': 'CHONG BOON RISE', 'ADDRESS': '437 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560437', 'POSTAL': '560437', 'X': '30217.8438034188', 'Y': '38803.5849395283', 'LATITUDE': '1.36720027552413', 'LONGITUDE': '103.853247443819'}",1.36720027552413,103.853247443819,560437.0
720 BEDOK RESERVOIR RD,"{'SEARCHVAL': 'BEDOK RESERVOIR GARDEN', 'BLK_NO': '720', 'ROAD_NAME': 'BEDOK RESERVOIR ROAD', 'BUILDING': 'BEDOK RESERVOIR GARDEN', 'ADDRESS': '720 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470720', 'POSTAL': '470720', 'X': '38190.1591502018', 'Y': '35350.7878217194', 'LATITUDE': '1.33597277354753', 'LONGITUDE': '103.924883020541'}",1.33597277354753,103.924883020541,470720.0
516 BEDOK NTH AVE 2,"{'SEARCHVAL': 'KAKI BUKIT GREEN', 'BLK_NO': '516', 'ROAD_NAME': 'BEDOK NORTH AVENUE 2', 'BUILDING': 'KAKI BUKIT GREEN', 'ADDRESS': '516 BEDOK NORTH AVENUE 2 KAKI BUKIT GREEN SINGAPORE 460516', 'POSTAL': '460516', 'X': '38764.2536015706', 'Y': '34807.5767324436', 'LATITUDE': '1.3310599731551', 'LONGITUDE': '103.930041392882'}",1.3310599731551,103.930041392882,460516.0
60 NEW UPP CHANGI RD,"{'SEARCHVAL': '60 NEW UPPER CHANGI ROAD SINGAPORE 461060', 'BLK_NO': '60', 'ROAD_NAME': 'NEW UPPER CHANGI ROAD', 'BUILDING': 'NIL', 'ADDRESS': '60 NEW UPPER CHANGI ROAD SINGAPORE 461060', 'POSTAL': '461060', 'X': '40012.212558669', 'Y': '33858.6847351789', 'LATITUDE': '1.32247807692488', 'LONGITUDE': '103.941254614647'}",1.32247807692488,103.941254614647,461060.0
624 BEDOK RESERVOIR RD,"{'SEARCHVAL': 'EUNOS HEIGHTS', 'BLK_NO': '624', 'ROAD_NAME': 'BEDOK RESERVOIR ROAD', 'BUILDING': 'EUNOS HEIGHTS', 'ADDRESS': '624 BEDOK RESERVOIR ROAD EUNOS HEIGHTS SINGAPORE 470624', 'POSTAL': '470624', 'X': '37245.8843522444', 'Y': '35165.8542247042', 'LATITUDE': '1.33430060482328', 'LONGITUDE': '103.916398118478'}",1.33430060482328,103.916398118478,470624.0
147 BEDOK RESERVOIR RD,"{'SEARCHVAL': 'EUNOS SPRING', 'BLK_NO': '147', 'ROAD_NAME': 'BEDOK RESERVOIR ROAD', 'BUILDING': 'EUNOS SPRING', 'ADDRESS': '147 BEDOK RESERVOIR ROAD EUNOS SPRING SINGAPORE 470147', 'POSTAL': '470147', 'X': '36731.8067421215', 'Y': '35230.1187537126', 'LATITUDE': '1.33488194247883', 'LONGITUDE': '103.911778859623'}",1.33488194247883,103.911778859623,470147.0
162 BEDOK STH RD,"{'SEARCHVAL': 'SIGLAP EAST', 'BLK_NO': '162', 'ROAD_NAME': 'BEDOK SOUTH ROAD', 'BUILDING': 'SIGLAP EAST', 'ADDRESS': '162 BEDOK SOUTH ROAD SIGLAP EAST SINGAPORE 460162', 'POSTAL': '460162', 'X': '40546.2559599634', 'Y': '33548.6636709664', 'LATITUDE': '1.31967414684941', 'LONGITUDE': '103.946053142494'}",1.31967414684941,103.946053142494,460162.0
155 BEDOK STH AVE 3,"{'SEARCHVAL': 'SIGLAP EAST', 'BLK_NO': '155', 'ROAD_NAME': 'BEDOK SOUTH AVENUE 3', 'BUILDING': 'SIGLAP EAST', 'ADDRESS': '155 BEDOK SOUTH AVENUE 3 SIGLAP EAST SINGAPORE 460155', 'POSTAL': '460155', 'X': '40549.3497111155', 'Y': '33427.0210029967', 'LATITUDE': '1.31857405442007', 'LONGITUDE': '103.946080891889'}",1.31857405442007,103.946080891889,460155.0
546 BEDOK NTH ST 3,"{'SEARCHVAL': 'BEDOK NORTH GREEN', 'BLK_NO': '546', 'ROAD_NAME': 'BEDOK NORTH STREET 3', 'BUILDING': 'BEDOK NORTH GREEN', 'ADDRESS': '546 BEDOK NORTH STREET 3 BEDOK NORTH GREEN SINGAPORE 460546', 'POSTAL': '460546', 'X': '38269.5099081909', 'Y': '34781.0292892847', 'LATITUDE': '1.33082005919243', 'LONGITUDE': '103.925595840288'}",1.33082005919243,103.925595840288,460546.0
643 YISHUN ST 61,"{'SEARCHVAL': '643 YISHUN STREET 61 SINGAPORE 760643', 'BLK_NO': '643', 'ROAD_NAME': 'YISHUN STREET 61', 'BUILDING': 'NIL', 'ADDRESS': '643 YISHUN STREET 61 SINGAPORE 760643', 'POSTAL': '760643', 'X': '28458.3189945575', 'Y': '44789.5372493081', 'LATITUDE': '1.42133515867973', 'LONGITUDE': '103.837436986724'}",1.42133515867973,103.837436986724,760643.0
302 SHUNFU RD,"{'SEARCHVAL': 'SHUNFU GARDENS', 'BLK_NO': '302', 'ROAD_NAME': 'SHUNFU ROAD', 'BUILDING': 'SHUNFU GARDENS', 'ADDRESS': '302 SHUNFU ROAD SHUNFU GARDENS SINGAPORE 570302', 'POSTAL': '570302', 'X': '28643.3305316307', 'Y': '36831.0427784454', 'LATITUDE': '1.34936138318074', 'LONGITUDE': '103.839099307727'}",1.34936138318074,103.839099307727,570302.0
109 BISHAN ST 12,"{'SEARCHVAL': 'BISHAN VIEW', 'BLK_NO': '109', 'ROAD_NAME': 'BISHAN STREET 12', 'BUILDING': 'BISHAN VIEW', 'ADDRESS': '109 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570109', 'POSTAL': '570109', 'X': '29632.7857435234', 'Y': '36542.3594017662', 'LATITUDE': '1.34675059587742', 'LONGITUDE': '103.847990168368'}",1.34675059587742,103.847990168368,570109.0
108 BISHAN ST 12,"{'SEARCHVAL': 'BISHAN VIEW', 'BLK_NO': '108', 'ROAD_NAME': 'BISHAN STREET 12', 'BUILDING': 'BISHAN VIEW', 'ADDRESS': '108 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570108', 'POSTAL': '570108', 'X': '29566.9237611378', 'Y': '36538.4218094964', 'LATITUDE': '1.34671498920224', 'LONGITUDE': '103.847398357544'}",1.34671498920224,103.847398357544,570108.0
267 BT BATOK EAST AVE 4,"{'SEARCHVAL': '267 BUKIT BATOK EAST AVENUE 4 SINGAPORE 650267', 'BLK_NO': '267', 'ROAD_NAME': 'BUKIT BATOK EAST AVENUE 4', 'BUILDING': 'NIL', 'ADDRESS': '267 BUKIT BATOK EAST AVENUE 4 SINGAPORE 650267', 'POSTAL': '650267', 'X': '19828.5062212925', 'Y': '36770.1481656712', 'LATITUDE': '1.34880956575502', 'LONGITUDE': '103.759892612835'}",1.34880956575502,103.759892612835,650267.0
173 BT BATOK WEST AVE 8,"{'SEARCHVAL': '173 BUKIT BATOK WEST AVENUE 8 SINGAPORE 650173', 'BLK_NO': '173', 'ROAD_NAME': 'BUKIT BATOK WEST AVENUE 8', 'BUILDING': 'NIL', 'ADDRESS': '173 BUKIT BATOK WEST AVENUE 8 SINGAPORE 650173', 'POSTAL': '650173', 'X': '17706.5382586448', 'Y': '36471.1622937676', 'LATITUDE': '1.34610499318053', 'LONGITUDE': '103.740825524725'}",1.34610499318053,103.740825524725,650173.0
271 BT BATOK EAST AVE 4,"{'SEARCHVAL': 'GOMBAK PLACE', 'BLK_NO': '271', 'ROAD_NAME': 'BUKIT BATOK EAST AVENUE 4', 'BUILDING': 'GOMBAK PLACE', 'ADDRESS': '271 BUKIT BATOK EAST AVENUE 4 GOMBAK PLACE SINGAPORE 650271', 'POSTAL': '650271', 'X': '19717.2677187053', 'Y': '36699.723315008', 'LATITUDE': '1.34817263842498', 'LONGITUDE': '103.758893085449'}",1.34817263842498,103.758893085449,650271.0
318 BT BATOK ST 32,"{'SEARCHVAL': '318 BUKIT BATOK STREET 32 SINGAPORE 650318', 'BLK_NO': '318', 'ROAD_NAME': 'BUKIT BATOK STREET 32', 'BUILDING': 'NIL', 'ADDRESS': '318 BUKIT BATOK STREET 32 SINGAPORE 650318', 'POSTAL': '650318', 'X': '18425.1753172288', 'Y': '38112.1737506911', 'LATITUDE': '1.36094593781145', 'LONGITUDE': '103.747282390377'}",1.36094593781145,103.747282390377,650318.0
